air_pollutant,unit_air_poll_lvl,air_pollutant_level,air_qual_stat_type,year,country,region,AQI_Index,geo_code,exceedance_amount
PM10,ug/m3,15.582,Background,2023,France,Western Europe,38.955,FR,0.5820000000000007
NO2,ug/m3,44.558,Traffic,2023,France,Western Europe,111.395,FR,34.558
PM10,ug/m3,18.407,Traffic,2023,Germany,Western Europe,46.0175,DE,3.407
NO2,ug/m3,15.147,Traffic,2023,France,Western Europe,37.8675,FR,5.147
NO2,ug/m3,11.574,Background,2023,Poland,Eastern Europe,28.935,PL,1.5739999999999998
NO2,ug/m3,18.999,Background,2023,Poland,Eastern Europe,47.4975,PL,8.998999999999999
PM10,ug/m3,14.967,Background,2023,France,Western Europe,37.4175,FR,0.0
PM10,ug/m3,20.022,Industrial,2023,France,Western Europe,50.05499999999999,FR,5.0219999999999985
NO2,ug/m3,12.56,Background,2023,France,Western Europe,31.4,FR,2.5600000000000005
NO2,ug/m3,122.236,Traffic,2023,Poland,Eastern Europe,305.59000000000003,PL,112.236
NO2,ug/m3,27.748,Traffic,2023,France,Western Europe,69.37,FR,17.748
NO2,ug/m3,6.852,Background,2023,Poland,Eastern Europe,17.130000000000003,PL,0.0
NO2,ug/m3,9.398,Background,2023,France,Western Europe,23.495,FR,0.0
NO2,ug/m3,14.241,Industrial,2023,France,Western Europe,35.6025,FR,4.241
NO2,ug/m3,11.011,Background,2023,France,Western Europe,27.5275,FR,1.0109999999999992
NO2,ug/m3,9.447,Background,2023,France,Western Europe,23.6175,FR,0.0
NO2,ug/m3,9.893,Background,2023,France,Western Europe,24.7325,FR,0.0
PM10,ug/m3,19.369,Background,2023,France,Western Europe,48.4225,FR,4.369
PM10,ug/m3,13.989,Background,2023,Germany,Western Europe,34.972500000000004,DE,0.0
NO2,ug/m3,10.149,Background,2023,Poland,Eastern Europe,25.3725,PL,0.14899999999999913
PM10,ug/m3,21.962,Background,2023,France,Western Europe,54.905,FR,6.962
PM10,ug/m3,16.303,Background,2023,France,Western Europe,40.7575,FR,1.3030000000000008
NO2,ug/m3,18.988,Traffic,2023,France,Western Europe,47.47,FR,8.988
NO2,ug/m3,8.587,Background,2023,France,Western Europe,21.4675,FR,0.0
NO2,ug/m3,44.358,Traffic,2023,France,Western Europe,110.89499999999998,FR,34.358
NO2,ug/m3,18.945,Background,2023,France,Western Europe,47.3625,FR,8.945
PM10,ug/m3,11.084,Background,2023,France,Western Europe,27.71,FR,0.0
NO2,ug/m3,21.753,Background,2023,Poland,Eastern Europe,54.3825,PL,11.753
NO2,ug/m3,13.672,Background,2023,Poland,Eastern Europe,34.18,PL,3.6720000000000006
NO2,ug/m3,37.791,Traffic,2023,Norway,Scandinavia Europe,94.4775,NO,27.790999999999997
PM10,ug/m3,22.201,Industrial,2023,France,Western Europe,55.5025,FR,7.2010000000000005
NO2,ug/m3,10.094,Background,2023,France,Western Europe,25.235,FR,0.09399999999999942
PM10,ug/m3,14.831,Background,2023,France,Western Europe,37.07749999999999,FR,0.0
PM10,ug/m3,15.951,Traffic,2023,France,Western Europe,39.8775,FR,0.9510000000000005
NO2,ug/m3,8.557,Background,2023,France,Western Europe,21.3925,FR,0.0
PM10,ug/m3,13.401,Background,2023,Germany,Western Europe,33.502500000000005,DE,0.0
NO2,ug/m3,21.681,Industrial,2023,France,Western Europe,54.2025,FR,11.681000000000001
NO2,ug/m3,17.718,Background,2023,France,Western Europe,44.295,FR,7.718
NO2,ug/m3,18.265,Background,2023,France,Western Europe,45.6625,FR,8.265
PM10,ug/m3,14.273,Traffic,2023,France,Western Europe,35.6825,FR,0.0
PM10,ug/m3,19.426,Traffic,2023,France,Western Europe,48.565,FR,4.425999999999998
NO2,ug/m3,7.16,Background,2023,France,Western Europe,17.9,FR,0.0
PM10,ug/m3,13.584,Background,2023,France,Western Europe,33.96,FR,0.0
NO2,ug/m3,47.565,Traffic,2023,Poland,Eastern Europe,118.9125,PL,37.565
NO2,ug/m3,12.793,Background,2023,France,Western Europe,31.9825,FR,2.7929999999999993
NO2,ug/m3,11.71,Background,2023,Poland,Eastern Europe,29.275,PL,1.7100000000000009
NO2,ug/m3,2.862,Background,2023,Poland,Eastern Europe,7.155,PL,0.0
NO2,ug/m3,24.107,Traffic,2023,France,Western Europe,60.2675,FR,14.107
NO2,ug/m3,17.731,Background,2023,France,Western Europe,44.3275,FR,7.731000000000002
NO2,ug/m3,11.048,Background,2023,France,Western Europe,27.62,FR,1.048
NO2,ug/m3,187.693,Background,2023,Poland,Eastern Europe,469.2325,PL,177.693
NO2,ug/m3,10.158,Background,2023,Poland,Eastern Europe,25.395,PL,0.15799999999999947
NO2,ug/m3,7.407,Background,2023,France,Western Europe,18.5175,FR,0.0
NO2,ug/m3,4.138,Background,2023,Poland,Eastern Europe,10.345,PL,0.0
NO2,ug/m3,17.473,Background,2023,Poland,Eastern Europe,43.6825,PL,7.472999999999999
NO2,ug/m3,14.424,Background,2023,France,Western Europe,36.06,FR,4.4239999999999995
NO2,ug/m3,103.941,Traffic,2023,Poland,Eastern Europe,259.8525,PL,93.941
NO2,ug/m3,3.518,Background,2023,Norway,Scandinavia Europe,8.795,NO,0.0
NO2,ug/m3,6.718,Background,2023,France,Western Europe,16.794999999999998,FR,0.0
PM10,ug/m3,57.428,Traffic,2023,France,Western Europe,143.57,FR,42.428
NO2,ug/m3,18.656,Traffic,2023,France,Western Europe,46.64,FR,8.655999999999999
PM10,ug/m3,15.292,Background,2023,Germany,Western Europe,38.23,DE,0.2919999999999998
PM10,ug/m3,14.109,Traffic,2023,Germany,Western Europe,35.2725,DE,0.0
NO2,ug/m3,10.592,Background,2023,France,Western Europe,26.480000000000004,FR,0.5920000000000005
NO2,ug/m3,44.251,Traffic,2023,Poland,Eastern Europe,110.62749999999998,PL,34.251
NO2,ug/m3,7.015,Background,2023,Poland,Eastern Europe,17.5375,PL,0.0
PM10,ug/m3,15.439,Traffic,2023,Germany,Western Europe,38.5975,DE,0.43900000000000006
NO2,ug/m3,8.122,Background,2023,France,Western Europe,20.305,FR,0.0
NO2,ug/m3,22.646,Background,2023,Poland,Eastern Europe,56.615,PL,12.646
NO2,ug/m3,12.488,Background,2023,Poland,Eastern Europe,31.22,PL,2.4879999999999995
NO2,ug/m3,13.899,Background,2023,Poland,Eastern Europe,34.747499999999995,PL,3.898999999999999
NO2,ug/m3,5.936,Background,2023,France,Western Europe,14.84,FR,0.0
NO2,ug/m3,14.927,Background,2023,Poland,Eastern Europe,37.3175,PL,4.927
PM10,ug/m3,14.179,Background,2023,France,Western Europe,35.4475,FR,0.0
NO2,ug/m3,11.464,Background,2023,France,Western Europe,28.660000000000004,FR,1.4640000000000004
NO2,ug/m3,13.152,Background,2023,France,Western Europe,32.879999999999995,FR,3.1519999999999992
PM10,ug/m3,13.906,Background,2023,France,Western Europe,34.765,FR,0.0
NO2,ug/m3,26.193,Traffic,2023,France,Western Europe,65.4825,FR,16.193
NO2,ug/m3,58.056,Traffic,2023,Spain,Southern Europe,145.14,ES,48.056
NO2,ug/m3,9.11,Background,2023,Spain,Southern Europe,22.775,ES,0.0
NO2,ug/m3,9.159,Background,2023,France,Western Europe,22.8975,FR,0.0
NO2,ug/m3,13.205,Background,2023,Spain,Southern Europe,33.0125,ES,3.205
NO2,ug/m3,14.431,Background,2023,France,Western Europe,36.07749999999999,FR,4.430999999999999
NO2,ug/m3,6.678,Background,2023,France,Western Europe,16.695,FR,0.0
PM10,ug/m3,16.681,Background,2023,France,Western Europe,41.7025,FR,1.681000000000001
NO2,ug/m3,8.644,Background,2023,France,Western Europe,21.610000000000003,FR,0.0
NO2,ug/m3,42.742,Traffic,2023,Italy,Southern Europe,106.855,IT,32.742
NO2,ug/m3,9.501,Background,2023,France,Western Europe,23.7525,FR,0.0
NO2,ug/m3,20.389,Background,2023,Spain,Southern Europe,50.9725,ES,10.389
NO2,ug/m3,29.797,Traffic,2023,Spain,Southern Europe,74.4925,ES,19.797
PM10,ug/m3,16.626,Background,2023,France,Western Europe,41.565000000000005,FR,1.6260000000000012
NO2,ug/m3,30.046,Background,2023,Slovakia,Eastern Europe,75.115,SK,20.046
NO2,ug/m3,17.946,Industrial,2023,North Macedonia,Southern Europe,44.865,MK,7.9460000000000015
NO2,ug/m3,4.185,Traffic,2023,France,Western Europe,10.4625,FR,0.0
PM10,ug/m3,13.889,Industrial,2023,France,Western Europe,34.722500000000004,FR,0.0
NO2,ug/m3,17.824,Traffic,2023,France,Western Europe,44.56,FR,7.824000000000002
NO2,ug/m3,34.637,Traffic,2023,France,Western Europe,86.5925,FR,24.637
NO2,ug/m3,7.011,Background,2023,Poland,Eastern Europe,17.5275,PL,0.0
NO2,ug/m3,19.059,Background,2023,Poland,Eastern Europe,47.6475,PL,9.059000000000001
NO2,ug/m3,16.755,Background,2023,Poland,Eastern Europe,41.8875,PL,6.754999999999999
NO2,ug/m3,16.9,Background,2023,Poland,Eastern Europe,42.25,PL,6.899999999999999
NO2,ug/m3,0.464,Background,2023,France,Western Europe,1.16,FR,0.0
NO2,ug/m3,36.298,Traffic,2023,Spain,Southern Europe,90.745,ES,26.298000000000002
PM10,ug/m3,16.255,Background,2023,France,Western Europe,40.6375,FR,1.254999999999999
NO2,ug/m3,2.135,Background,2023,France,Western Europe,5.3375,FR,0.0
NO2,ug/m3,11.964,Background,2023,France,Western Europe,29.910000000000004,FR,1.9640000000000004
NO2,ug/m3,10.621,Background,2023,France,Western Europe,26.5525,FR,0.6210000000000004
NO2,ug/m3,8.692,Background,2023,France,Western Europe,21.73,FR,0.0
PM10,ug/m3,9.338,Background,2023,France,Western Europe,23.345,FR,0.0
PM10,ug/m3,11.931,Background,2023,France,Western Europe,29.8275,FR,0.0
NO2,ug/m3,10.165,Industrial,2023,North Macedonia,Southern Europe,25.4125,MK,0.16499999999999915
PM10,ug/m3,15.023,Background,2023,France,Western Europe,37.5575,FR,0.022999999999999687
NO2,ug/m3,16.666,Background,2023,Poland,Eastern Europe,41.665,PL,6.666
NO2,ug/m3,126.758,Background,2023,North Macedonia,Southern Europe,316.895,MK,116.758
NO2,ug/m3,28.843,Background,2023,Spain,Southern Europe,72.1075,ES,18.843
NO2,ug/m3,16.096,Traffic,2023,France,Western Europe,40.24,FR,6.096
PM10,ug/m3,18.275,Industrial,2023,France,Western Europe,45.6875,FR,3.2749999999999986
PM10,ug/m3,14.375,Background,2023,Germany,Western Europe,35.9375,DE,0.0
NO2,ug/m3,19.626,Traffic,2023,France,Western Europe,49.065000000000005,FR,9.626000000000001
NO2,ug/m3,30.22529306301906,Traffic,2023,North Macedonia,Southern Europe,75.56323265754766,MK,20.22529306301906
NO2,ug/m3,13.224,Traffic,2023,North Macedonia,Southern Europe,33.06,MK,3.224
NO2,ug/m3,50.219,Industrial,2023,North Macedonia,Southern Europe,125.5475,MK,40.219
NO2,ug/m3,13.719,Industrial,2023,Spain,Southern Europe,34.2975,ES,3.7189999999999994
NO2,ug/m3,13.684,Traffic,2023,France,Western Europe,34.209999999999994,FR,3.6839999999999993
NO2,ug/m3,10.603,Industrial,2023,Spain,Southern Europe,26.5075,ES,0.6029999999999998
NO2,ug/m3,45.21,Traffic,2023,Norway,Scandinavia Europe,113.025,NO,35.21
NO2,ug/m3,58.775,Background,2023,Spain,Southern Europe,146.9375,ES,48.775
NO2,ug/m3,12.581,Background,2023,France,Western Europe,31.4525,FR,2.5809999999999995
NO2,ug/m3,35.347,Traffic,2023,Spain,Southern Europe,88.36749999999999,ES,25.347
NO2,ug/m3,44.136,Traffic,2023,North Macedonia,Southern Europe,110.34000000000002,MK,34.136
PM2.5,ug/m3,2.076,Industrial,2023,Iceland,Scandinavia Europe,8.304,IS,0.0
PM10,ug/m3,15.19,Background,2023,France,Western Europe,37.975,FR,0.1899999999999995
NO2,ug/m3,7.56,Industrial,2023,France,Western Europe,18.9,FR,0.0
NO2,ug/m3,30.419,Background,2023,Spain,Southern Europe,76.0475,ES,20.419
NO2,ug/m3,7.089,Background,2023,France,Western Europe,17.722500000000004,FR,0.0
NO2,ug/m3,2.219,Industrial,2023,Spain,Southern Europe,5.547499999999999,ES,0.0
NO2,ug/m3,11.309,Background,2023,France,Western Europe,28.2725,FR,1.3089999999999993
NO2,ug/m3,7.545,Background,2023,Spain,Southern Europe,18.8625,ES,0.0
NO2,ug/m3,20.609,Traffic,2023,France,Western Europe,51.52250000000001,FR,10.609000000000002
NO2,ug/m3,12.013,Background,2023,Spain,Southern Europe,30.0325,ES,2.013
NO2,ug/m3,26.874,Traffic,2023,France,Western Europe,67.18499999999999,FR,16.874
PM10,ug/m3,11.512,Background,2023,France,Western Europe,28.78,FR,0.0
PM10,ug/m3,8.876,Traffic,2023,France,Western Europe,22.19,FR,0.0
NO2,ug/m3,7.759,Background,2023,France,Western Europe,19.3975,FR,0.0
NO2,ug/m3,25.312,Background,2023,Spain,Southern Europe,63.28,ES,15.312000000000001
NO2,ug/m3,4.438,Background,2023,France,Western Europe,11.095,FR,0.0
NO2,ug/m3,6.423,Background,2023,Spain,Southern Europe,16.0575,ES,0.0
NO2,ug/m3,12.483,Industrial,2023,North Macedonia,Southern Europe,31.2075,MK,2.4830000000000005
PM10,ug/m3,13.448,Background,2023,France,Western Europe,33.62,FR,0.0
NO2,ug/m3,11.896,Traffic,2023,France,Western Europe,29.74,FR,1.8960000000000008
PM10,ug/m3,15.794,Background,2023,France,Western Europe,39.48500000000001,FR,0.7940000000000005
NO2,ug/m3,22.953,Traffic,2023,North Macedonia,Southern Europe,57.3825,MK,12.953
PM10,ug/m3,19.449,Traffic,2023,Germany,Western Europe,48.6225,DE,4.449000000000002
NO2,ug/m3,10.772,Background,2023,Poland,Eastern Europe,26.93,PL,0.7720000000000002
NO2,ug/m3,14.38,Background,2023,France,Western Europe,35.95,FR,4.380000000000001
PM10,ug/m3,20.07,Background,2023,France,Western Europe,50.175,FR,5.07
NO2,ug/m3,7.234,Background,2023,Poland,Eastern Europe,18.085,PL,0.0
NO2,ug/m3,11.472,Background,2023,Poland,Eastern Europe,28.68,PL,1.4719999999999995
NO2,ug/m3,13.39,Background,2023,France,Western Europe,33.475,FR,3.3900000000000006
PM10,ug/m3,13.881,Industrial,2023,Germany,Western Europe,34.7025,DE,0.0
NO2,ug/m3,19.097,Background,2023,Poland,Eastern Europe,47.74250000000001,PL,9.097000000000001
NO2,ug/m3,13.993,Background,2023,Poland,Eastern Europe,34.9825,PL,3.9930000000000003
PM10,ug/m3,17.054,Traffic,2023,France,Western Europe,42.635,FR,2.0539999999999985
NO2,ug/m3,22.467,Traffic,2023,France,Western Europe,56.16749999999999,FR,12.466999999999999
PM10,ug/m3,21.255,Traffic,2023,France,Western Europe,53.1375,FR,6.254999999999999
PM10,ug/m3,11.447,Background,2023,Germany,Western Europe,28.6175,DE,0.0
PM10,ug/m3,14.697,Traffic,2023,Germany,Western Europe,36.7425,DE,0.0
PM10,ug/m3,15.439,Background,2023,France,Western Europe,38.5975,FR,0.43900000000000006
NO2,ug/m3,14.298,Background,2023,France,Western Europe,35.745,FR,4.298
NO2,ug/m3,10.372,Background,2023,France,Western Europe,25.93,FR,0.3719999999999999
NO2,ug/m3,23.442,Background,2023,Poland,Eastern Europe,58.605,PL,13.442
NO2,ug/m3,27.06,Traffic,2023,France,Western Europe,67.65,FR,17.06
PM10,ug/m3,20.259,Traffic,2023,France,Western Europe,50.6475,FR,5.259
NO2,ug/m3,17.824,Background,2023,Poland,Eastern Europe,44.56,PL,7.824000000000002
PM10,ug/m3,15.612,Traffic,2023,Germany,Western Europe,39.03,DE,0.6120000000000001
NO2,ug/m3,9.972,Background,2023,France,Western Europe,24.93,FR,0.0
NO2,ug/m3,13.266,Background,2023,Poland,Eastern Europe,33.165,PL,3.266
NO2,ug/m3,11.294,Industrial,2023,France,Western Europe,28.235,FR,1.2940000000000005
NO2,ug/m3,17.707,Background,2023,Poland,Eastern Europe,44.267500000000005,PL,7.707000000000001
NO2,ug/m3,11.405,Background,2023,France,Western Europe,28.5125,FR,1.4049999999999994
NO2,ug/m3,7.02,Background,2023,France,Western Europe,17.549999999999997,FR,0.0
PM10,ug/m3,15.453,Background,2023,France,Western Europe,38.6325,FR,0.4529999999999994
NO2,ug/m3,20.169,Background,2023,Poland,Eastern Europe,50.42250000000001,PL,10.169
NO2,ug/m3,13.439,Background,2023,Poland,Eastern Europe,33.597500000000004,PL,3.439
NO2,ug/m3,24.494,Traffic,2023,France,Western Europe,61.23499999999999,FR,14.494
NO2,ug/m3,10.269,Background,2023,France,Western Europe,25.6725,FR,0.26900000000000013
NO2,ug/m3,3.702,Background,2023,France,Western Europe,9.255,FR,0.0
NO2,ug/m3,2.33,Background,2023,Poland,Eastern Europe,5.825,PL,0.0
NO2,ug/m3,25.822,Traffic,2023,France,Western Europe,64.55499999999999,FR,15.822
NO2,ug/m3,4.896,Background,2023,France,Western Europe,12.24,FR,0.0
NO2,ug/m3,26.258,Background,2023,Poland,Eastern Europe,65.645,PL,16.258
PM10,ug/m3,17.302,Traffic,2023,France,Western Europe,43.255,FR,2.3019999999999996
NO2,ug/m3,33.616,Background,2023,Poland,Eastern Europe,84.04,PL,23.616
NO2,ug/m3,123.812,Traffic,2023,Poland,Eastern Europe,309.53,PL,113.812
NO2,ug/m3,10.574,Background,2023,France,Western Europe,26.435,FR,0.5739999999999998
NO2,ug/m3,5.071,Background,2023,Poland,Eastern Europe,12.6775,PL,0.0
NO2,ug/m3,25.425,Traffic,2023,France,Western Europe,63.5625,FR,15.425
NO2,ug/m3,28.883,Traffic,2023,France,Western Europe,72.2075,FR,18.883
NO2,ug/m3,23.514,Background,2023,Poland,Eastern Europe,58.785,PL,13.514
NO2,ug/m3,7.81,Background,2023,France,Western Europe,19.525,FR,0.0
NO2,ug/m3,6.701,Background,2023,France,Western Europe,16.752499999999998,FR,0.0
NO2,ug/m3,11.631,Background,2023,France,Western Europe,29.0775,FR,1.6310000000000002
NO2,ug/m3,22.696,Traffic,2023,France,Western Europe,56.74,FR,12.696000000000002
NO2,ug/m3,13.696,Background,2023,France,Western Europe,34.239999999999995,FR,3.6959999999999997
NO2,ug/m3,23.274,Background,2023,Poland,Eastern Europe,58.185,PL,13.274000000000001
NO2,ug/m3,5.856,Background,2023,France,Western Europe,14.64,FR,0.0
NO2,ug/m3,25.414,Traffic,2023,Poland,Eastern Europe,63.53500000000001,PL,15.414000000000001
PM10,ug/m3,10.024,Background,2023,France,Western Europe,25.06,FR,0.0
NO2,ug/m3,21.512,Traffic,2023,France,Western Europe,53.78000000000001,FR,11.512
PM10,ug/m3,14.736,Background,2023,France,Western Europe,36.84,FR,0.0
NO2,ug/m3,10.173,Background,2023,Poland,Eastern Europe,25.4325,PL,0.17300000000000004
NO2,ug/m3,15.018,Background,2023,Poland,Eastern Europe,37.545,PL,5.018000000000001
NO2,ug/m3,25.608,Traffic,2023,France,Western Europe,64.02,FR,15.608
PM10,ug/m3,13.427,Background,2023,Germany,Western Europe,33.5675,DE,0.0
NO2,ug/m3,8.087,Background,2023,France,Western Europe,20.2175,FR,0.0
NO2,ug/m3,14.009,Background,2023,Poland,Eastern Europe,35.0225,PL,4.009
NO2,ug/m3,23.228,Background,2023,Poland,Eastern Europe,58.07,PL,13.228000000000002
NO2,ug/m3,29.582,Background,2023,Poland,Eastern Europe,73.955,PL,19.582
NO2,ug/m3,12.224,Background,2023,Poland,Eastern Europe,30.56,PL,2.224
NO2,ug/m3,23.499,Background,2023,Poland,Eastern Europe,58.7475,PL,13.498999999999999
NO2,ug/m3,26.101,Background,2023,Poland,Eastern Europe,65.2525,PL,16.101
NO2,ug/m3,11.185,Background,2023,France,Western Europe,27.9625,FR,1.1850000000000005
PM10,ug/m3,12.058,Background,2023,Germany,Western Europe,30.145,DE,0.0
NO2,ug/m3,6.451,Background,2023,France,Western Europe,16.1275,FR,0.0
PM10,ug/m3,10.432,Background,2023,Germany,Western Europe,26.08,DE,0.0
NO2,ug/m3,17.73,Background,2023,Poland,Eastern Europe,44.325,PL,7.73
PM10,ug/m3,12.682,Background,2023,Germany,Western Europe,31.705,DE,0.0
PM10,ug/m3,12.556,Industrial,2023,France,Western Europe,31.39,FR,0.0
NO2,ug/m3,23.123,Background,2023,Poland,Eastern Europe,57.8075,PL,13.123000000000001
NO2,ug/m3,8.293,Background,2023,France,Western Europe,20.7325,FR,0.0
NO2,ug/m3,18.772,Traffic,2023,France,Western Europe,46.92999999999999,FR,8.771999999999998
NO2,ug/m3,12.091,Background,2023,Poland,Eastern Europe,30.2275,PL,2.0909999999999993
NO2,ug/m3,7.641,Background,2023,France,Western Europe,19.1025,FR,0.0
NO2,ug/m3,12.239,Background,2023,Poland,Eastern Europe,30.5975,PL,2.2390000000000008
NO2,ug/m3,9.108,Industrial,2023,France,Western Europe,22.770000000000003,FR,0.0
PM10,ug/m3,13.243,Background,2023,France,Western Europe,33.1075,FR,0.0
PM10,ug/m3,10.235,Background,2023,France,Western Europe,25.587499999999995,FR,0.0
PM10,ug/m3,17.052,Background,2023,France,Western Europe,42.63,FR,2.0519999999999996
PM10,ug/m3,13.045,Traffic,2023,France,Western Europe,32.6125,FR,0.0
NO2,ug/m3,404.785,Traffic,2023,Turkiye,European Candidate,500.0,TR,394.785
NO2,ug/m3,118.73,Background,2023,Turkiye,European Candidate,296.82500000000005,TR,108.73
PM10,ug/m3,88.95,Industrial,2023,Turkiye,European Candidate,222.375,TR,73.95
NO2,ug/m3,18.375,Background,2023,Italy,Southern Europe,45.9375,IT,8.375
NO2,ug/m3,157.45,Industrial,2023,Turkiye,European Candidate,393.625,TR,147.45
NO2,ug/m3,28.872,Traffic,2023,Spain,Southern Europe,72.18,ES,18.872
NO2,ug/m3,78.605,Background,2023,Turkiye,European Candidate,196.5125,TR,68.605
NO2,ug/m3,27.763,Traffic,2023,Czechia,Eastern Europe,69.4075,CZ,17.763
NO2,ug/m3,29.929,Background,2023,Spain,Southern Europe,74.82249999999999,ES,19.929
PM10,ug/m3,16.239,Background,2023,France,Western Europe,40.5975,FR,1.2390000000000008
NO2,ug/m3,15.177,Background,2023,France,Western Europe,37.9425,FR,5.177
NO2,ug/m3,6.906,Background,2023,France,Western Europe,17.265,FR,0.0
NO2,ug/m3,17.529,Background,2023,Poland,Eastern Europe,43.8225,PL,7.529
NO2,ug/m3,1.731,Background,2023,France,Western Europe,4.3275,FR,0.0
NO2,ug/m3,9.788,Background,2023,France,Western Europe,24.47,FR,0.0
PM10,ug/m3,13.451,Background,2023,Germany,Western Europe,33.6275,DE,0.0
PM10,ug/m3,11.816,Background,2023,Germany,Western Europe,29.54,DE,0.0
NO2,ug/m3,86.92,Background,2023,Turkiye,European Candidate,217.3,TR,76.92
PM10,ug/m3,7.142,Background,2023,Germany,Western Europe,17.855,DE,0.0
NO2,ug/m3,17.743,Background,2023,Croatia,Southern Europe,44.3575,HR,7.7429999999999986
NO2,ug/m3,121.725,Background,2023,Turkiye,European Candidate,304.3125,TR,111.725
PM10,ug/m3,14.253,Background,2023,France,Western Europe,35.6325,FR,0.0
NO2,ug/m3,4.121,Background,2023,Croatia,Southern Europe,10.3025,HR,0.0
NO2,ug/m3,20.435,Background,2023,Italy,Southern Europe,51.0875,IT,10.434999999999999
PM10,ug/m3,21.096,Traffic,2023,France,Western Europe,52.74,FR,6.096
NO2,ug/m3,17.355,Background,2023,Czechia,Eastern Europe,43.3875,CZ,7.355
NO2,ug/m3,498.55,Background,2023,Turkiye,European Candidate,500.0,TR,488.55
NO2,ug/m3,80.72,Traffic,2023,Italy,Southern Europe,201.8,IT,70.72
PM10,ug/m3,14.249,Background,2023,Germany,Western Europe,35.6225,DE,0.0
NO2,ug/m3,13.492,Background,2023,Italy,Southern Europe,33.730000000000004,IT,3.492000000000001
NO2,ug/m3,23.832,Traffic,2023,Czechia,Eastern Europe,59.58,CZ,13.832
PM10,ug/m3,15.136,Traffic,2023,France,Western Europe,37.84,FR,0.13599999999999923
PM10,ug/m3,149.64,Traffic,2023,Turkiye,European Candidate,374.1,TR,134.64
NO2,ug/m3,10.123,Background,2023,Czechia,Eastern Europe,25.3075,CZ,0.12299999999999933
NO2,ug/m3,24.091,Background,2023,Czechia,Eastern Europe,60.2275,CZ,14.091000000000001
NO2,ug/m3,459.475,Background,2023,Turkiye,European Candidate,500.0,TR,449.475
PM10,ug/m3,11.106,Background,2023,France,Western Europe,27.765,FR,0.0
PM10,ug/m3,12.195,Background,2023,France,Western Europe,30.4875,FR,0.0
NO2,ug/m3,15.925,Background,2023,Poland,Eastern Europe,39.8125,PL,5.925000000000001
NO2,ug/m3,14.567,Background,2023,Poland,Eastern Europe,36.4175,PL,4.567
NO2,ug/m3,15.404,Background,2023,France,Western Europe,38.51,FR,5.404
NO2,ug/m3,18.654,Traffic,2023,France,Western Europe,46.635,FR,8.654
NO2,ug/m3,27.802,Traffic,2023,France,Western Europe,69.505,FR,17.802
NO2,ug/m3,11.838,Background,2023,Poland,Eastern Europe,29.595,PL,1.8379999999999992
NO2,ug/m3,8.257,Background,2023,Norway,Scandinavia Europe,20.6425,NO,0.0
PM10,ug/m3,15.832,Background,2023,France,Western Europe,39.580000000000005,FR,0.8320000000000007
PM10,ug/m3,103.32,Background,2023,Turkiye,European Candidate,258.29999999999995,TR,88.32
NO2,ug/m3,14.496,Background,2023,France,Western Europe,36.24,FR,4.496
NO2,ug/m3,11.876,Background,2023,Poland,Eastern Europe,29.69,PL,1.8759999999999994
NO2,ug/m3,26.424,Traffic,2023,France,Western Europe,66.06,FR,16.424
PM10,ug/m3,20.401,Traffic,2023,France,Western Europe,51.0025,FR,5.401
NO2,ug/m3,6.454,Background,2023,France,Western Europe,16.134999999999998,FR,0.0
NO2,ug/m3,8.461,Background,2023,France,Western Europe,21.152500000000003,FR,0.0
NO2,ug/m3,13.65,Background,2023,France,Western Europe,34.125,FR,3.6500000000000004
NO2,ug/m3,22.631,Background,2023,France,Western Europe,56.5775,FR,12.631
NO2,ug/m3,51.992,Background,2023,Poland,Eastern Europe,129.98,PL,41.992
NO2,ug/m3,14.797,Background,2023,Poland,Eastern Europe,36.9925,PL,4.797000000000001
PM10,ug/m3,15.193,Background,2023,France,Western Europe,37.9825,FR,0.19299999999999962
PM10,ug/m3,14.994,Background,2023,France,Western Europe,37.485,FR,0.0
PM10,ug/m3,12.88,Traffic,2023,France,Western Europe,32.2,FR,0.0
PM10,ug/m3,16.982,Background,2023,France,Western Europe,42.455,FR,1.9819999999999993
NO2,ug/m3,7.605,Background,2023,France,Western Europe,19.012500000000003,FR,0.0
NO2,ug/m3,16.089,Background,2023,Poland,Eastern Europe,40.2225,PL,6.088999999999999
PM10,ug/m3,7.344,Background,2023,France,Western Europe,18.360000000000003,FR,0.0
PM10,ug/m3,13.567,Traffic,2023,France,Western Europe,33.917500000000004,FR,0.0
NO2,ug/m3,13.455,Background,2023,France,Western Europe,33.6375,FR,3.455
NO2,ug/m3,12.865,Background,2023,France,Western Europe,32.1625,FR,2.865
NO2,ug/m3,20.519,Background,2023,North Macedonia,Southern Europe,51.2975,MK,10.518999999999998
NO2,ug/m3,2.94,Background,2023,France,Western Europe,7.35,FR,0.0
PM10,ug/m3,20.648,Traffic,2023,France,Western Europe,51.62,FR,5.648
NO2,ug/m3,6.696,Background,2023,Poland,Eastern Europe,16.74,PL,0.0
NO2,ug/m3,27.468,Traffic,2023,France,Western Europe,68.67,FR,17.468
NO2,ug/m3,14.139,Background,2023,Poland,Eastern Europe,35.3475,PL,4.138999999999999
NO2,ug/m3,12.195,Background,2023,Poland,Eastern Europe,30.4875,PL,2.1950000000000003
PM10,ug/m3,14.145,Background,2023,France,Western Europe,35.3625,FR,0.0
NO2,ug/m3,13.545,Background,2023,France,Western Europe,33.862500000000004,FR,3.545
